,all_spl_values,occurance_times,ids,origin,emitter_id,bat_direction,incident_direction,type,reflected_from,sound_object_id,bat_last_call_time,sound_direction,theta,bat_position,distance_from_bat,creation_time,received_spl,time,duration
236,"[np.float64(64.02597165190836), np.float64(64.03118018701717)]","[np.float64(1.959), np.float64(1.96)]","[UUID('2e9d265a-4a26-4dd6-94c8-c77833a86b3e'), UUID('2e9d265a-4a26-4dd6-94c8-c77833a86b3e')]","(np.int64(10), np.int64(1))",18,"Vector(0.835, -0.551)","Vector(2.292, -4.770)",direct,,2e9d265a-4a26-4dd6-94c8-c77833a86b3e,1.95,"Vector(-1.000, 0.000)",-26.67785223527477,"Vector(7.708, 5.770)",5.291749434667141,1.943,64.029,1.959,0.002
237,"[np.float64(75.92070510549578), np.float64(75.92962380758405)]","[np.float64(1.959), np.float64(1.96)]","[UUID('29a27260-a75d-4164-846a-8f8e7a3936ec'), UUID('29a27260-a75d-4164-846a-8f8e7a3936ec')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.835, -0.551)","Vector(2.292, -4.750)",echo,wall_obstacle_14,29a27260-a75d-4164-846a-8f8e7a3936ec,1.95,"Vector(0.000, -1.000)",-26.58420635773058,"Vector(7.708, 5.770)",5.273820171687692,1.9430580174927115,75.925,1.959,0.002
238,"[np.float64(69.3162680108207), np.float64(69.3229124229164)]","[np.float64(1.96), np.float64(1.961)]","[UUID('1488b2c4-99f1-4aaf-a5eb-7a3cc80563ca'), UUID('1488b2c4-99f1-4aaf-a5eb-7a3cc80563ca')]","(np.float64(8.6701), np.float64(0.0))",17,"Vector(0.835, -0.551)","Vector(0.960, -5.768)",echo,wall_obstacle_61,1488b2c4-99f1-4aaf-a5eb-7a3cc80563ca,1.95,"Vector(1.000, 0.000)",-42.89861338159244,"Vector(7.710, 5.768)",5.847218450237686,1.941961807580175,69.32,1.96,0.002
239,"[np.float64(70.49851621954751), np.float64(70.49931467946125)]","[np.float64(1.96), np.float64(1.961)]","[UUID('6d26939f-91f7-48f6-aa70-cd2c99ebb49f'), UUID('6d26939f-91f7-48f6-aa70-cd2c99ebb49f')]","(np.int64(10), np.int64(8))",25,"Vector(0.835, -0.551)","Vector(2.290, 2.232)",direct,,6d26939f-91f7-48f6-aa70-cd2c99ebb49f,1.95,"Vector(-1.000, 0.000)",81.92546241776898,"Vector(7.710, 5.768)",3.197583598719508,1.95,70.499,1.96,0.002
240,"[np.float64(66.06788154959962), np.float64(66.07199342449167)]","[np.float64(1.96), np.float64(1.961)]","[UUID('88032577-7985-4ccf-b0bc-63cca12aaf51'), UUID('88032577-7985-4ccf-b0bc-63cca12aaf51')]","(np.float64(9.18006), np.float64(7.00008))",25,"Vector(0.835, -0.551)","Vector(1.470, 1.232)",echo,wall_obstacle_43,88032577-7985-4ccf-b0bc-63cca12aaf51,1.95,"Vector(0.634, 0.773)",77.63054642905092,"Vector(7.710, 5.768)",1.9178575463261083,1.9537700091738626,66.07,1.96,0.002
241,"[np.float64(64.47450609822153), np.float64(64.47887357181303)]","[np.float64(1.96), np.float64(1.961)]","[UUID('0a4e5f1d-c0e2-4a1c-9e7a-a37b6b74ef0d'), UUID('0a4e5f1d-c0e2-4a1c-9e7a-a37b6b74ef0d')]","(np.float64(9.69003), np.float64(7.0001))",25,"Vector(0.835, -0.551)","Vector(1.980, 1.232)",echo,wall_obstacle_44,0a4e5f1d-c0e2-4a1c-9e7a-a37b6b74ef0d,1.95,"Vector(0.296, 0.955)",69.55361966755135,"Vector(7.710, 5.768)",2.331797948987004,1.953052022001529,64.477,1.96,0.002
242,"[np.float64(66.03130054150125), np.float64(66.03285172130984)]","[np.float64(1.96), np.float64(1.961)]","[UUID('495e3c60-6e40-46ed-8d77-d600a72cb4d2'), UUID('495e3c60-6e40-46ed-8d77-d600a72cb4d2')]","(np.float64(8.67008), np.float64(7.00006))",25,"Vector(0.835, -0.551)","Vector(0.960, 1.232)",echo,wall_obstacle_42,495e3c60-6e40-46ed-8d77-d600a72cb4d2,1.95,"Vector(0.799, 0.601)",89.73990508415557,"Vector(7.710, 5.768)",1.561791621696057,1.9548510239125214,66.032,1.96,0.002
243,"[np.float64(65.41635673644107), np.float64(65.4114789944314)]","[np.float64(1.96), np.float64(1.961)]","[UUID('eeb1bfef-7383-442a-905f-d0aadc671650'), UUID('eeb1bfef-7383-442a-905f-d0aadc671650')]","(np.float64(8.16009), np.float64(7.00005))",25,"Vector(0.835, -0.551)","Vector(0.450, 1.232)",echo,wall_obstacle_41,eeb1bfef-7383-442a-905f-d0aadc671650,1.95,"Vector(0.879, 0.478)",107.60316309888651,"Vector(7.710, 5.768)",1.3116338746006828,1.9561051879479932,65.414,1.96,0.002
244,"[np.float64(71.50465536038517), np.float64(71.5018873058379)]","[np.float64(1.961), np.float64(1.962)]","[UUID('e3fee317-0b5e-4e05-9d1d-328aa763bfa2'), UUID('e3fee317-0b5e-4e05-9d1d-328aa763bfa2')]","(np.int64(3), np.int64(0))",11,"Vector(0.835, -0.551)","Vector(-4.713, -5.766)",direct,,e3fee317-0b5e-4e05-9d1d-328aa763bfa2,1.95,"Vector(0.000, 1.000)",-91.60524049799712,"Vector(7.713, 5.766)",7.447221468930543,1.939,71.503,1.961,0.002
245,"[np.float64(66.3803292235287), np.float64(66.37813186215156)]","[np.float64(1.961), np.float64(1.962)]","[UUID('df7f0d09-7bc5-4a76-baff-01cfe37c8d89'), UUID('df7f0d09-7bc5-4a76-baff-01cfe37c8d89')]","(np.float64(3.0599), np.float64(0.0))",11,"Vector(0.835, -0.551)","Vector(-4.653, -5.766)",echo,wall_obstacle_50,df7f0d09-7bc5-4a76-baff-01cfe37c8d89,1.95,"Vector(-1.000, 0.000)",-91.24659411349106,"Vector(7.713, 5.766)",7.409459669456337,1.939174635568513,66.379,1.961,0.002
246,"[np.float64(60.85008012068185), np.float64(60.856257849030364)]","[np.float64(1.961), np.float64(1.962)]","[UUID('462d5166-5c7f-4329-b361-f00bccb4707a'), UUID('462d5166-5c7f-4329-b361-f00bccb4707a')]","(np.float64(8.1601), np.float64(0.0))",17,"Vector(0.835, -0.551)","Vector(0.447, -5.766)",echo,wall_obstacle_60,462d5166-5c7f-4329-b361-f00bccb4707a,1.95,"Vector(1.000, 0.000)",-47.910606436525796,"Vector(7.713, 5.766)",5.783586728086646,1.9434486880466473,60.853,1.961,0.002
247,"[np.float64(75.29504904751147), np.float64(75.29625833217945)]","[np.float64(1.962), np.float64(1.963)]","[UUID('fd7728f2-a689-41fa-8092-354b0cad4f3c'), UUID('fd7728f2-a689-41fa-8092-354b0cad4f3c')]","(np.int64(7), np.int64(0))",15,"Vector(0.835, -0.551)","Vector(-0.715, -5.765)",direct,,fd7728f2-a689-41fa-8092-354b0cad4f3c,1.95,"Vector(0.000, 1.000)",-59.419617229928235,"Vector(7.715, 5.765)",5.808839151568925,1.945,75.296,1.962,0.002
248,[np.float64(62.1823181151054)],[np.float64(1.963)],[UUID('f050da8c-482b-40fb-b9d1-51473cd9abd1')],"(np.float64(2.5501), np.float64(0.0))",11,"Vector(0.835, -0.551)","Vector(-5.165, -5.765)",echo,wall_obstacle_49,f050da8c-482b-40fb-b9d1-51473cd9abd1,1.95,"Vector(1.000, 0.000)",-94.20680566333262,"Vector(7.715, 5.765)",7.740217130210237,1.9403116618075802,62.182,1.963,0.001
249,[np.float64(62.682172911248664)],[np.float64(1.963)],[UUID('5c6f2a45-38fc-465a-ab86-5a92b0eac36e')],"(np.float64(7.1399), np.float64(0.0))",15,"Vector(0.835, -0.551)","Vector(-0.575, -5.765)",echo,wall_obstacle_58,5c6f2a45-38fc-465a-ab86-5a92b0eac36e,1.95,"Vector(-1.000, 0.000)",-58.04640011687633,"Vector(7.715, 5.765)",5.793273770054372,1.9454078717201166,62.682,1.963,0.001
250,"[np.float64(67.04362815837601), np.float64(67.04917914779466)]","[np.float64(2.051), np.float64(2.052)]","[UUID('f0b77df5-4aad-4442-ba5e-10e58c41530c'), UUID('f0b77df5-4aad-4442-ba5e-10e58c41530c')]","(np.int64(10), np.int64(2))",19,"Vector(0.948, -0.320)","Vector(2.045, -3.649)",direct,,f0b77df5-4aad-4442-ba5e-10e58c41530c,2.049,"Vector(-1.000, 0.000)",-23.082566268113368,"Vector(7.955, 5.649)",4.183011046232128,2.0380000000000003,67.046,2.051,0.002
251,"[np.float64(73.35672023011371), np.float64(73.36546121112451)]","[np.float64(2.051), np.float64(2.052)]","[UUID('ee0cbc1e-a622-48c7-8b88-260a4f37b16c'), UUID('ee0cbc1e-a622-48c7-8b88-260a4f37b16c')]","(np.float64(10.0), np.float64(2.0399))",19,"Vector(0.948, -0.320)","Vector(2.045, -3.609)",echo,wall_obstacle_16,ee0cbc1e-a622-48c7-8b88-260a4f37b16c,2.049,"Vector(0.000, -1.000)",-22.813177614249014,"Vector(7.955, 5.649)",4.148248698294258,2.0381163265306124,73.361,2.051,0.002
252,[np.float64(64.92503470327179)],[np.float64(2.051)],[UUID('5a646782-3236-4fe3-8b28-77f3b16b8068')],"(np.float64(10.0), np.float64(6.1201))",24,"Vector(0.948, -0.320)","Vector(2.048, 0.470)",echo,wall_obstacle_24,5a646782-3236-4fe3-8b28-77f3b16b8068,2.049,"Vector(0.000, 1.000)",50.580685191184386,"Vector(7.952, 5.650)",2.100806156812189,2.043565306122449,64.925,2.051,0.001
253,[np.float64(66.86844301558189)],[np.float64(2.051)],[UUID('d1d4c6d8-d999-4e98-9f57-e6418dc8c9fc')],"(np.float64(8.6701), np.float64(7.0))",24,"Vector(0.948, -0.320)","Vector(0.718, 1.350)",echo,wall_obstacle_42,d1d4c6d8-d999-4e98-9f57-e6418dc8c9fc,2.049,"Vector(1.000, 0.000)",99.6562717644589,"Vector(7.952, 5.650)",1.5287636359162917,2.0448772594752187,66.868,2.051,0.001
254,"[np.float64(64.81500008258499), np.float64(64.81246887973316)]","[np.float64(2.051), np.float64(2.052)]","[UUID('91f342ef-c1a0-4b48-ba7c-038eefb52c70'), UUID('91f342ef-c1a0-4b48-ba7c-038eefb52c70')]","(np.float64(8.1601), np.float64(7.0))",24,"Vector(0.948, -0.320)","Vector(0.205, 1.351)",echo,wall_obstacle_41,91f342ef-c1a0-4b48-ba7c-038eefb52c70,2.049,"Vector(1.000, 0.000)",119.03210862425664,"Vector(7.955, 5.649)",1.3662415485191484,2.0463641399416908,64.814,2.051,0.002
255,"[np.float64(60.596991194719664), np.float64(60.61016900062503)]","[np.float64(2.052), np.float64(2.053)]","[UUID('bcf8a556-cc7e-46db-a799-47aca73bbd10'), UUID('bcf8a556-cc7e-46db-a799-47aca73bbd10')]","(np.float64(10.0), np.float64(5.6101))",24,"Vector(0.948, -0.320)","Vector(2.042, -0.038)",echo,wall_obstacle_23,bcf8a556-cc7e-46db-a799-47aca73bbd10,2.049,"Vector(0.000, 1.000)",36.5844387621089,"Vector(7.958, 5.648)",2.042246173138782,2.0450521865889213,60.604,2.052,0.002
256,"[np.float64(60.53435431373453), np.float64(60.538659886051455)]","[np.float64(2.053), np.float64(2.054)]","[UUID('f86b4cfb-79c0-4654-a2bc-d87a59a72850'), UUID('f86b4cfb-79c0-4654-a2bc-d87a59a72850')]","(np.float64(10.0), np.float64(1.5301))",19,"Vector(0.948, -0.320)","Vector(2.039, -4.117)",echo,wall_obstacle_15,f86b4cfb-79c0-4654-a2bc-d87a59a72850,2.049,"Vector(0.000, 1.000)",-25.99837144054885,"Vector(7.961, 5.647)",4.594441865439153,2.039369970845481,60.537,2.053,0.002
257,"[np.float64(64.48002618222088), np.float64(64.48420911644706)]","[np.float64(2.055), np.float64(2.056)]","[UUID('0fe7f1b7-3800-4278-91fe-a23fe08c21d6'), UUID('0fe7f1b7-3800-4278-91fe-a23fe08c21d6')]","(np.int64(10), np.int64(1))",18,"Vector(0.948, -0.320)","Vector(2.033, -4.645)",direct,,0fe7f1b7-3800-4278-91fe-a23fe08c21d6,2.049,"Vector(-1.000, 0.000)",-28.705482673686106,"Vector(7.967, 5.645)",5.070893716742642,2.04,64.482,2.055,0.002
258,"[np.float64(76.7051667714023), np.float64(76.71248880429303)]","[np.float64(2.055), np.float64(2.056)]","[UUID('d072d700-ed7e-4c72-9784-b59eaae91ca6'), UUID('d072d700-ed7e-4c72-9784-b59eaae91ca6')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.948, -0.320)","Vector(2.033, -4.625)",echo,wall_obstacle_14,d072d700-ed7e-4c72-9784-b59eaae91ca6,2.049,"Vector(0.000, -1.000)",-28.61499553373116,"Vector(7.967, 5.645)",5.0526699643356885,2.0400580174927114,76.709,2.055,0.002
259,"[np.float64(63.13217033897925), np.float64(63.1296674666665)]","[np.float64(2.057), np.float64(2.058)]","[UUID('d8a2831e-d921-42e2-ab86-415f46884ecd'), UUID('d8a2831e-d921-42e2-ab86-415f46884ecd')]","(np.float64(8.15998), np.float64(6.9999))",0,"Vector(0.948, -0.320)","Vector(0.188, 1.356)",echo,wall_obstacle_41,d8a2831e-d921-42e2-ab86-415f46884ecd,2.049,"Vector(-0.156, -0.988)",119.77750463978566,"Vector(7.972, 5.643)",1.3693807945564302,2.052978375047909,63.131,2.057,0.002
260,[np.float64(75.31963910472577)],[np.float64(2.1590000000000003)],[UUID('cb0aaa82-0f50-4045-b110-565fc5456a06')],"(np.int64(7), np.int64(0))",15,"Vector(0.821, -0.571)","Vector(-1.242, -5.508)",direct,,cb0aaa82-0f50-4045-b110-565fc5456a06,2.156,"Vector(0.000, 1.000)",-65.05232809308048,"Vector(8.242, 5.508)",5.646041578309533,2.141,75.32,2.159,0.001
261,[np.float64(62.85390410089751)],[np.float64(2.1590000000000003)],[UUID('136fcb45-fe51-46b6-8221-0bcfd5536141')],"(np.float64(7.1399), np.float64(0.0))",15,"Vector(0.821, -0.571)","Vector(-1.102, -5.508)",echo,wall_obstacle_58,136fcb45-fe51-46b6-8221-0bcfd5536141,2.156,"Vector(-1.000, 0.000)",-63.660084440868104,"Vector(8.242, 5.508)",5.61692694433531,2.1414078717201166,62.854,2.159,0.001
262,"[np.float64(68.8362274283368), np.float64(68.84002050259127)]","[np.float64(2.1590000000000003), np.float64(2.16)]","[UUID('c3f9c3d9-74d2-43a1-8f02-a26b86f084eb'), UUID('c3f9c3d9-74d2-43a1-8f02-a26b86f084eb')]","(np.float64(6.6301), np.float64(0.0))",15,"Vector(0.821, -0.571)","Vector(-1.614, -5.506)",echo,wall_obstacle_57,c3f9c3d9-74d2-43a1-8f02-a26b86f084eb,2.156,"Vector(1.000, 0.000)",-68.68570852959867,"Vector(8.244, 5.506)",5.737811997695637,2.142078425655977,68.838,2.159,0.002
263,"[np.float64(73.4949268180624), np.float64(73.49334645837594)]","[np.float64(2.161), np.float64(2.162)]","[UUID('83ee17a2-8391-406c-9289-f9e5095a18ff'), UUID('83ee17a2-8391-406c-9289-f9e5095a18ff')]","(np.int64(5), np.int64(0))",13,"Vector(0.821, -0.571)","Vector(-3.249, -5.503)",direct,,83ee17a2-8391-406c-9289-f9e5095a18ff,2.156,"Vector(0.000, 1.000)",-82.90729830143277,"Vector(8.249, 5.503)",6.390374590499371,2.142,73.494,2.161,0.002
264,"[np.float64(64.0402468883413), np.float64(64.03946535002387)]","[np.float64(2.161), np.float64(2.162)]","[UUID('7e9e2eae-d89d-4d55-8f86-5662f7ce5a52'), UUID('7e9e2eae-d89d-4d55-8f86-5662f7ce5a52')]","(np.float64(5.0999), np.float64(0.0))",13,"Vector(0.821, -0.571)","Vector(-3.149, -5.503)",echo,wall_obstacle_54,7e9e2eae-d89d-4d55-8f86-5662f7ce5a52,2.156,"Vector(-1.000, 0.000)",-82.1298973465641,"Vector(8.249, 5.503)",6.340162243736354,2.1422912536443146,64.04,2.161,0.002
265,"[np.float64(60.39788557710374), np.float64(60.4010396284329)]","[np.float64(2.161), np.float64(2.162)]","[UUID('a653ad6f-0da4-45ee-9ac0-ba602b44f6ff'), UUID('a653ad6f-0da4-45ee-9ac0-ba602b44f6ff')]","(np.float64(6.1201), np.float64(0.0))",15,"Vector(0.821, -0.571)","Vector(-2.129, -5.503)",echo,wall_obstacle_56,a653ad6f-0da4-45ee-9ac0-ba602b44f6ff,2.156,"Vector(1.000, 0.000)",-73.49903011412931,"Vector(8.249, 5.503)",5.900205891060073,2.143565306122449,60.399,2.161,0.002
266,"[np.float64(65.81531254490697), np.float64(65.81685332273022)]","[np.float64(2.1630000000000003), np.float64(2.164)]","[UUID('fb007d16-c744-4705-8164-d9c172c41e7d'), UUID('fb007d16-c744-4705-8164-d9c172c41e7d')]","(np.float64(4.5901), np.float64(0.0))",13,"Vector(0.821, -0.571)","Vector(-3.664, -5.499)",echo,wall_obstacle_53,fb007d16-c744-4705-8164-d9c172c41e7d,2.156,"Vector(1.000, 0.000)",-86.02096542102058,"Vector(8.254, 5.499)",6.608107595862828,2.143195043731778,65.816,2.163,0.002
267,"[np.float64(65.00663517405623), np.float64(65.01218711686306)]","[np.float64(2.1630000000000003), np.float64(2.164)]","[UUID('12e67a0f-c32a-4934-89cd-f135cb831332'), UUID('12e67a0f-c32a-4934-89cd-f135cb831332')]","(np.int64(10), np.int64(1))",18,"Vector(0.821, -0.571)","Vector(1.746, -4.499)",direct,,12e67a0f-c32a-4934-89cd-f135cb831332,2.156,"Vector(-1.000, 0.000)",-31.13826005583312,"Vector(8.254, 5.499)",4.826037549843556,2.148,65.009,2.163,0.002
268,"[np.float64(77.59418280849366), np.float64(77.60326636648736)]","[np.float64(2.1630000000000003), np.float64(2.164)]","[UUID('e7bb36e8-106e-4c12-803d-589b063207cf'), UUID('e7bb36e8-106e-4c12-803d-589b063207cf')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.821, -0.571)","Vector(1.746, -4.479)",echo,wall_obstacle_14,e7bb36e8-106e-4c12-803d-589b063207cf,2.156,"Vector(0.000, -1.000)",-31.052466188622503,"Vector(8.254, 5.499)",4.807490601602877,2.1480580174927115,77.599,2.163,0.002
269,"[np.float64(74.56618411158185), np.float64(74.56567569011402)]","[np.float64(2.164), np.float64(2.165)]","[UUID('a5a0fbaf-3124-458d-9277-131592dc72b6'), UUID('a5a0fbaf-3124-458d-9277-131592dc72b6')]","(np.int64(6), np.int64(0))",14,"Vector(0.821, -0.571)","Vector(-2.257, -5.497)",direct,,a5a0fbaf-3124-458d-9277-131592dc72b6,2.156,"Vector(0.000, 1.000)",-74.66323065440118,"Vector(8.257, 5.497)",5.942651838396726,2.146,74.566,2.164,0.002
270,"[np.float64(63.49951572480516), np.float64(63.49985306107406)]","[np.float64(2.164), np.float64(2.165)]","[UUID('5fd0738d-71be-49ab-abe9-ef0eb594a8d8'), UUID('5fd0738d-71be-49ab-abe9-ef0eb594a8d8')]","(np.float64(6.1199), np.float64(0.0))",14,"Vector(0.821, -0.571)","Vector(-2.137, -5.497)",echo,wall_obstacle_56,5fd0738d-71be-49ab-abe9-ef0eb594a8d8,2.156,"Vector(-1.000, 0.000)",-73.58568533184804,"Vector(8.257, 5.497)",5.898163698847294,2.1463495626822158,63.5,2.164,0.002
271,"[np.float64(67.47244622090253), np.float64(67.47499336907035)]","[np.float64(2.165), np.float64(2.166)]","[UUID('2143d9cc-4c14-41b3-b04a-51d9833337b5'), UUID('2143d9cc-4c14-41b3-b04a-51d9833337b5')]","(np.float64(5.6101), np.float64(0.0))",14,"Vector(0.821, -0.571)","Vector(-2.649, -5.496)",echo,wall_obstacle_55,2143d9cc-4c14-41b3-b04a-51d9833337b5,2.156,"Vector(1.000, 0.000)",-78.08012312113524,"Vector(8.259, 5.496)",6.100911460241003,2.1471367346938774,67.474,2.165,0.002
272,"[np.float64(70.75514995348469), np.float64(70.75204756413196)]","[np.float64(2.166), np.float64(2.1670000000000003)]","[UUID('5c5e769e-5468-4b2d-a2fd-d1a2e4483f63'), UUID('5c5e769e-5468-4b2d-a2fd-d1a2e4483f63')]","(np.int64(3), np.int64(0))",11,"Vector(0.821, -0.571)","Vector(-5.262, -5.494)",direct,,5c5e769e-5468-4b2d-a2fd-d1a2e4483f63,2.156,"Vector(0.000, 1.000)",-96.10723677616734,"Vector(8.262, 5.494)",7.607190651377156,2.1430000000000002,70.754,2.166,0.002
273,"[np.float64(65.75668683297403), np.float64(65.75432245989421)]","[np.float64(2.166), np.float64(2.1670000000000003)]","[UUID('fb673cfb-24c7-4e17-9df7-5929a0582895'), UUID('fb673cfb-24c7-4e17-9df7-5929a0582895')]","(np.float64(3.0599), np.float64(0.0))",11,"Vector(0.821, -0.571)","Vector(-5.202, -5.494)",echo,wall_obstacle_50,fb673cfb-24c7-4e17-9df7-5929a0582895,2.156,"Vector(-1.000, 0.000)",-95.77962248996278,"Vector(8.262, 5.494)",7.565883817268145,2.1431746355685135,65.756,2.166,0.002
274,"[np.float64(62.077056224909605), np.float64(62.07721974718091)]","[np.float64(2.168), np.float64(2.169)]","[UUID('7f1190a4-3718-47ba-ada5-f45890ebe839'), UUID('7f1190a4-3718-47ba-ada5-f45890ebe839')]","(np.float64(2.5501), np.float64(0.0))",11,"Vector(0.821, -0.571)","Vector(-5.716, -5.491)",echo,wall_obstacle_49,7f1190a4-3718-47ba-ada5-f45890ebe839,2.156,"Vector(1.000, 0.000)",-98.49950432738076,"Vector(8.267, 5.491)",7.926209992928525,2.1443116618075804,62.077,2.168,0.002
275,"[np.float64(70.76894749984659), np.float64(70.76752145418173)]","[np.float64(2.168), np.float64(2.169)]","[UUID('ae525c3e-2c0d-48f7-be8e-5f0144f49efd'), UUID('ae525c3e-2c0d-48f7-be8e-5f0144f49efd')]","(np.int64(10), np.int64(8))",25,"Vector(0.821, -0.571)","Vector(1.733, 2.509)",direct,,ae525c3e-2c0d-48f7-be8e-5f0144f49efd,2.156,"Vector(-1.000, 0.000)",93.01738105043842,"Vector(8.267, 5.491)",3.049875431226659,2.1590000000000003,70.768,2.168,0.002
276,"[np.float64(66.81782766038276), np.float64(66.81598134234751)]","[np.float64(2.168), np.float64(2.169)]","[UUID('e5ab1dbe-72aa-4786-b981-846e0e7ffdae'), UUID('e5ab1dbe-72aa-4786-b981-846e0e7ffdae')]","(np.float64(9.18006), np.float64(7.00008))",25,"Vector(0.821, -0.571)","Vector(0.914, 1.509)",echo,wall_obstacle_43,e5ab1dbe-72aa-4786-b981-846e0e7ffdae,2.156,"Vector(0.634, 0.773)",96.47111908159712,"Vector(8.267, 5.491)",1.764342389673841,2.162770009173863,66.817,2.168,0.002
277,[np.float64(65.4429968560197)],[np.float64(2.169)],[UUID('c12bc5bd-7747-4857-acf9-67e4c267dc26')],"(np.float64(9.69003), np.float64(7.0001))",25,"Vector(0.821, -0.571)","Vector(1.424, 1.509)",echo,wall_obstacle_44,c12bc5bd-7747-4857-acf9-67e4c267dc26,2.156,"Vector(0.296, 0.955)",84.33270929125007,"Vector(8.267, 5.491)",2.07479874534857,2.1620520220015296,65.443,2.169,0.001
278,[np.float64(66.01342538297739)],[np.float64(2.169)],[UUID('ef0f0e39-5a45-40e9-859c-798247b41173')],"(np.float64(8.67008), np.float64(7.00006))",25,"Vector(0.821, -0.571)","Vector(0.404, 1.509)",echo,wall_obstacle_42,ef0f0e39-5a45-40e9-859c-798247b41173,2.156,"Vector(0.799, 0.601)",112.68578922190085,"Vector(8.267, 5.491)",1.562417688583946,2.163851023912522,66.013,2.169,0.001
279,"[np.float64(75.86173789534334), np.float64(75.86470987256668)]","[np.float64(2.265), np.float64(2.266)]","[UUID('3a613f1f-4b62-44e0-a60c-6706365ef9aa'), UUID('3a613f1f-4b62-44e0-a60c-6706365ef9aa')]","(np.int64(9), np.int64(0))",17,"Vector(0.821, -0.571)","Vector(0.495, -5.325)",direct,,3a613f1f-4b62-44e0-a60c-6706365ef9aa,2.259,"Vector(0.000, 1.000)",-47.035931644431685,"Vector(8.505, 5.325)",5.347735498666703,2.249,75.863,2.265,0.002
280,"[np.float64(71.07321663182763), np.float64(71.0792226232488)]","[np.float64(2.266), np.float64(2.267)]","[UUID('d0210fe6-2d18-4293-b092-daf68f1b1028'), UUID('d0210fe6-2d18-4293-b092-daf68f1b1028')]","(np.float64(8.6701), np.float64(0.0))",17,"Vector(0.821, -0.571)","Vector(0.163, -5.323)",echo,wall_obstacle_61,d0210fe6-2d18-4293-b092-daf68f1b1028,2.259,"Vector(1.000, 0.000)",-50.596920434920804,"Vector(8.508, 5.323)",5.3255597768122,2.249961807580175,71.076,2.266,0.002
281,"[np.float64(61.12854568952582), np.float64(61.13248586705795)]","[np.float64(2.266), np.float64(2.267)]","[UUID('90630ecf-d0d9-4b05-a82e-101f5d92baca'), UUID('90630ecf-d0d9-4b05-a82e-101f5d92baca')]","(np.float64(9.1799), np.float64(0.0))",17,"Vector(0.821, -0.571)","Vector(0.672, -5.323)",echo,wall_obstacle_62,90630ecf-d0d9-4b05-a82e-101f5d92baca,2.259,"Vector(-1.000, 0.000)",-45.14718065292206,"Vector(8.508, 5.323)",5.3653674595874605,2.2495244897959186,61.131,2.266,0.002
282,"[np.float64(70.57742352531469), np.float64(70.57497453177139)]","[np.float64(2.267), np.float64(2.2680000000000002)]","[UUID('307e13d1-e45f-411d-9dcd-dc2009ef6ec4'), UUID('307e13d1-e45f-411d-9dcd-dc2009ef6ec4')]","(np.int64(10), np.int64(8))",25,"Vector(0.821, -0.571)","Vector(1.490, 2.679)",direct,,307e13d1-e45f-411d-9dcd-dc2009ef6ec4,2.259,"Vector(-1.000, 0.000)",98.57031254297169,"Vector(8.510, 5.321)",3.065123142795408,2.258,70.576,2.267,0.002
283,[np.float64(62.43441497377004)],[np.float64(2.2680000000000002)],[UUID('d3e9355b-45a9-4839-a7c9-3c44e82d6eb0')],"(np.float64(8.1601), np.float64(0.0))",17,"Vector(0.821, -0.571)","Vector(-0.350, -5.321)",echo,wall_obstacle_60,d3e9355b-45a9-4839-a7c9-3c44e82d6eb0,2.259,"Vector(1.000, 0.000)",-56.10811057156175,"Vector(8.510, 5.321)",5.332865147226207,2.2514486880466476,62.434,2.268,0.001
