,all_spl_values,occurance_times,ids,origin,emitter_id,bat_direction,incident_direction,type,reflected_from,sound_object_id,bat_last_call_time,sound_direction,theta,bat_position,distance_from_bat,creation_time,received_spl,time,duration
1090,[np.float64(60.36370809023908)],[np.float64(8.974)],[UUID('519d78b4-c2e9-4a68-ac36-a6d2329d73cb')],"(np.float64(8.1601), np.float64(0.0))",17,"Vector(0.776, -0.631)","Vector(4.171, -3.862)",echo,wall_obstacle_60,519d78b4-c2e9-4a68-ac36-a6d2329d73cb,8.972,"Vector(1.000, 0.000)",-5.137243504924527,"Vector(3.989, 3.862)",5.684374669433746,8.955448688046646,60.364,8.974,0.001
1091,"[np.float64(83.04601917199685), np.float64(83.04726509884506)]","[np.float64(8.974), np.float64(8.975)]","[UUID('491cfd4c-2940-434f-a836-47a6009993ce'), UUID('491cfd4c-2940-434f-a836-47a6009993ce')]","(np.float64(0.0), np.float64(1.0199))",0,"Vector(0.776, -0.631)","Vector(-3.991, -2.840)",echo,wall_obstacle_1,491cfd4c-2940-434f-a836-47a6009993ce,8.972,"Vector(0.000, -1.000)",-106.91212747615397,"Vector(3.991, 3.860)",4.898289538451152,8.95905801749271,83.047,8.974,0.002
1092,"[np.float64(66.41164525358766), np.float64(66.4066467874894)]","[np.float64(8.976), np.float64(8.977)]","[UUID('d27059e4-1a05-40c4-aa5a-9d3dc8ea6481'), UUID('d27059e4-1a05-40c4-aa5a-9d3dc8ea6481')]","(np.float64(0.0), np.float64(0.5101))",0,"Vector(0.776, -0.631)","Vector(-3.996, -3.346)",echo,wall_obstacle_0,d27059e4-1a05-40c4-aa5a-9d3dc8ea6481,8.972,"Vector(0.000, 1.000)",-102.40437291784875,"Vector(3.996, 3.856)",5.211575245211375,8.96042827988338,66.409,8.976,0.002
1093,"[np.float64(61.97985041375119), np.float64(61.97479774095913)]","[np.float64(8.978), np.float64(8.979000000000001)]","[UUID('0e5af6bc-c718-4ee2-9205-b04f418ee6ff'), UUID('0e5af6bc-c718-4ee2-9205-b04f418ee6ff')]","(np.float64(0.50995), np.float64(9e-05))",0,"Vector(0.776, -0.631)","Vector(-3.490, -3.852)",echo,wall_obstacle_45,0e5af6bc-c718-4ee2-9205-b04f418ee6ff,8.972,"Vector(-0.454, 0.891)",-94.52599893615302,"Vector(4.000, 3.852)",5.198231184364543,8.962272416522447,61.977,8.978,0.002
1094,"[np.float64(81.68449568261074), np.float64(81.68715717484064)]","[np.float64(8.982), np.float64(8.983)]","[UUID('8cc52d2f-5ac0-4fde-82f4-20a6d56997f9'), UUID('8cc52d2f-5ac0-4fde-82f4-20a6d56997f9')]","(np.int64(4), np.int64(0))",12,"Vector(0.776, -0.631)","Vector(-0.010, -3.845)",direct,,8cc52d2f-5ac0-4fde-82f4-20a6d56997f9,8.972,"Vector(0.000, 1.000)",-52.490327295757936,"Vector(4.010, 3.845)",3.844602287168336,8.97,81.686,8.982,0.002
1095,"[np.float64(73.82620522704168), np.float64(73.8291642132175)]","[np.float64(8.982), np.float64(8.983)]","[UUID('7b3771f6-ed28-471d-8cd1-75b8a4c809d7'), UUID('7b3771f6-ed28-471d-8cd1-75b8a4c809d7')]","(np.float64(4.0799), np.float64(0.0))",12,"Vector(0.776, -0.631)","Vector(0.070, -3.845)",echo,wall_obstacle_52,7b3771f6-ed28-471d-8cd1-75b8a4c809d7,8.972,"Vector(-1.000, 0.000)",-51.299697069269946,"Vector(4.010, 3.845)",3.84523048730502,8.970232944606416,73.828,8.982,0.002
1096,"[np.float64(71.77601181736989), np.float64(71.7845803167542)]","[np.float64(8.983), np.float64(8.984)]","[UUID('cfa90e61-0708-4ac5-b76d-3596bb138934'), UUID('cfa90e61-0708-4ac5-b76d-3596bb138934')]","(np.float64(3.5701), np.float64(0.0))",12,"Vector(0.776, -0.631)","Vector(-0.442, -3.843)",echo,wall_obstacle_51,cfa90e61-0708-4ac5-b76d-3596bb138934,8.972,"Vector(1.000, 0.000)",-58.90624848078369,"Vector(4.012, 3.843)",3.86803090635274,8.97125335276968,71.78,8.983,0.002
1097,"[np.float64(61.44362723079712), np.float64(61.44702936242836)]","[np.float64(8.984), np.float64(8.985)]","[UUID('c213e813-fce4-43c1-9999-50383b0584a4'), UUID('c213e813-fce4-43c1-9999-50383b0584a4')]","(np.int64(10), np.int64(1))",18,"Vector(0.776, -0.631)","Vector(5.986, -2.841)",direct,,c213e813-fce4-43c1-9999-50383b0584a4,8.972,"Vector(-1.000, 0.000)",12.265241795099058,"Vector(4.014, 3.841)",6.62554512779892,8.964,61.445,8.984,0.002
1098,"[np.float64(71.77681231254957), np.float64(71.7870323894669)]","[np.float64(8.984), np.float64(8.985)]","[UUID('38bc02c3-287d-4ac8-91a7-1c2ec6ac6d2a'), UUID('38bc02c3-287d-4ac8-91a7-1c2ec6ac6d2a')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.776, -0.631)","Vector(5.986, -2.821)",echo,wall_obstacle_14,38bc02c3-287d-4ac8-91a7-1c2ec6ac6d2a,8.972,"Vector(0.000, -1.000)",12.420910100937618,"Vector(4.014, 3.841)",6.617037102245989,8.964058017492711,71.782,8.984,0.002
1099,"[np.float64(62.356595318103196), np.float64(62.34909193466105)]","[np.float64(8.984), np.float64(8.985)]","[UUID('30ee15ea-4ba8-46c5-86cb-799571105580'), UUID('30ee15ea-4ba8-46c5-86cb-799571105580')]","(np.float64(0.0), np.float64(2.0401))",2,"Vector(0.776, -0.631)","Vector(-4.014, -1.801)",echo,wall_obstacle_3,30ee15ea-4ba8-46c5-86cb-799571105580,8.972,"Vector(0.000, 1.000)",-118.18614028902994,"Vector(4.014, 3.841)",4.399750366611724,8.970798542274052,62.353,8.984,0.002
1100,[np.float64(61.119411124572146)],[np.float64(8.985)],[UUID('5e36ead0-6637-4cd6-b6e2-50915ae2c00b')],"(np.int64(10), np.int64(7))",24,"Vector(0.776, -0.631)","Vector(5.986, 3.159)",direct,,5e36ead0-6637-4cd6-b6e2-50915ae2c00b,8.972,"Vector(-1.000, 0.000)",65.47946991023264,"Vector(4.014, 3.841)",6.768170228392605,8.965,61.119,8.985,0.001
1101,[np.float64(61.946102201706296)],[np.float64(8.985)],[UUID('8d28ea94-336d-4200-96eb-8c9fbae435ef')],"(np.float64(9.6901), np.float64(7.0))",24,"Vector(0.776, -0.631)","Vector(5.676, 3.159)",echo,wall_obstacle_44,8d28ea94-336d-4200-96eb-8c9fbae435ef,8.972,"Vector(1.000, 0.000)",66.75549083965001,"Vector(4.014, 3.841)",6.495712353121865,8.965903498542273,61.946,8.985,0.001
1102,[np.float64(64.1952730934552)],[np.float64(8.985)],[UUID('06825bff-990a-45db-a75b-2abc6c646e9e')],"(np.float64(3.0601), np.float64(0.0))",12,"Vector(0.776, -0.631)","Vector(-0.954, -3.841)",echo,wall_obstacle_50,06825bff-990a-45db-a75b-2abc6c646e9e,8.972,"Vector(1.000, 0.000)",-66.29853153714896,"Vector(4.014, 3.841)",3.9575840830612807,8.972740233236152,64.195,8.985,0.001
1103,"[np.float64(62.75539878950884), np.float64(62.75678620650359)]","[np.float64(9.027000000000001), np.float64(9.028)]","[UUID('24ed964a-5767-48c8-9ec6-0879c8f907a8'), UUID('24ed964a-5767-48c8-9ec6-0879c8f907a8')]","(np.int64(10), np.int64(5))",22,"Vector(0.776, -0.631)","Vector(5.885, 1.240)",direct,,24ed964a-5767-48c8-9ec6-0879c8f907a8,9.024000000000001,"Vector(-1.000, 0.000)",49.556443483521726,"Vector(4.115, 3.760)",6.014734183361723,9.009,62.756,9.027,0.002
1104,"[np.float64(70.8576759660543), np.float64(70.86357423300801)]","[np.float64(9.027000000000001), np.float64(9.028)]","[UUID('21484486-2010-4378-bc32-47206792b91f'), UUID('21484486-2010-4378-bc32-47206792b91f')]","(np.float64(2.5501), np.float64(0.0))",11,"Vector(0.776, -0.631)","Vector(-1.564, -3.760)",echo,wall_obstacle_49,21484486-2010-4378-bc32-47206792b91f,9.024000000000001,"Vector(1.000, 0.000)",-74.9392946015628,"Vector(4.115, 3.760)",4.072064266744817,9.01431166180758,70.861,9.027,0.002
1105,"[np.float64(63.09362311941829), np.float64(63.09844167877876)]","[np.float64(9.029), np.float64(9.03)]","[UUID('28f265a4-9e50-405b-bc74-fc442adb1638'), UUID('28f265a4-9e50-405b-bc74-fc442adb1638')]","(np.float64(2.0401), np.float64(0.0))",11,"Vector(0.776, -0.631)","Vector(-2.079, -3.756)",echo,wall_obstacle_48,28f265a4-9e50-405b-bc74-fc442adb1638,9.024000000000001,"Vector(1.000, 0.000)",-81.31369862787983,"Vector(4.119, 3.756)",4.292844597059157,9.015798542274052,63.096,9.029,0.002
1106,"[np.float64(62.13256810048649), np.float64(62.133446826717986)]","[np.float64(9.035), np.float64(9.036)]","[UUID('558bae23-3d42-4447-96cd-cb9298fbbcd6'), UUID('558bae23-3d42-4447-96cd-cb9298fbbcd6')]","(np.int64(6), np.int64(10))",32,"Vector(0.776, -0.631)","Vector(1.867, 6.256)",direct,,558bae23-3d42-4447-96cd-cb9298fbbcd6,9.024000000000001,"Vector(0.000, -1.000)",111.03837517022265,"Vector(4.133, 3.744)",6.528183977225213,9.015,62.133,9.035,0.002
1107,"[np.float64(78.39116532060588), np.float64(78.38749525511157)]","[np.float64(9.035), np.float64(9.036)]","[UUID('ef6d5d72-8228-44ea-9adc-be7d18e2170b'), UUID('ef6d5d72-8228-44ea-9adc-be7d18e2170b')]","(np.int64(1), np.int64(0))",9,"Vector(0.776, -0.631)","Vector(-3.133, -3.744)",direct,,ef6d5d72-8228-44ea-9adc-be7d18e2170b,9.024000000000001,"Vector(0.000, 1.000)",-92.26697786923437,"Vector(4.133, 3.744)",4.882385281857629,9.02,78.389,9.035,0.002
1108,"[np.float64(82.71684991189471), np.float64(82.71353760272902)]","[np.float64(9.035), np.float64(9.036)]","[UUID('3bf230ca-10e7-4e10-8508-61ba6afc4f8b'), UUID('3bf230ca-10e7-4e10-8508-61ba6afc4f8b')]","(np.float64(1.0199), np.float64(0.0))",9,"Vector(0.776, -0.631)","Vector(-3.113, -3.744)",echo,wall_obstacle_46,3bf230ca-10e7-4e10-8508-61ba6afc4f8b,9.024000000000001,"Vector(-1.000, 0.000)",-92.08740852559382,"Vector(4.133, 3.744)",4.86963862031876,9.02005801749271,82.715,9.035,0.002
1109,[np.float64(60.27526755455213)],[np.float64(9.037)],[UUID('1f645713-1e7f-481e-b517-acb9bdfe4f76')],"(np.int64(8), np.int64(10))",34,"Vector(0.776, -0.631)","Vector(3.864, 6.257)",direct,,1f645713-1e7f-481e-b517-acb9bdfe4f76,9.024000000000001,"Vector(0.000, -1.000)",95.95606852885294,"Vector(4.136, 3.743)",7.3545891722447685,9.015,60.275,9.037,0.001
1110,[np.float64(66.83273697910654)],[np.float64(9.037)],[UUID('eb9c97d3-1aef-4e47-bbed-02d1de79cc9d')],"(np.float64(0.5101), np.float64(0.0))",9,"Vector(0.776, -0.631)","Vector(-3.625, -3.743)",echo,wall_obstacle_45,eb9c97d3-1aef-4e47-bbed-02d1de79cc9d,9.024000000000001,"Vector(1.000, 0.000)",-96.43501675886218,"Vector(4.136, 3.743)",5.210599389177794,9.02142827988338,66.833,9.037,0.001
1111,"[np.float64(79.0903676794212), np.float64(79.0952143346693)]","[np.float64(9.085), np.float64(9.086)]","[UUID('9b2fab2b-a979-45c6-b50a-f0ab1b80fe70'), UUID('9b2fab2b-a979-45c6-b50a-f0ab1b80fe70')]","(np.int64(7), np.int64(0))",15,"Vector(0.776, -0.631)","Vector(2.750, -3.650)",direct,,9b2fab2b-a979-45c6-b50a-f0ab1b80fe70,9.082,"Vector(0.000, 1.000)",-15.34669232485345,"Vector(4.250, 3.650)",4.570121561895263,9.071,79.093,9.085,0.002
1112,"[np.float64(66.09567738971201), np.float64(66.1009757875845)]","[np.float64(9.085), np.float64(9.086)]","[UUID('f1c23140-c634-45e7-8158-5bba5d8e540a'), UUID('f1c23140-c634-45e7-8158-5bba5d8e540a')]","(np.float64(7.1399), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(2.890, -3.650)",echo,wall_obstacle_58,f1c23140-c634-45e7-8158-5bba5d8e540a,9.082,"Vector(-1.000, 0.000)",-13.971520580765002,"Vector(4.250, 3.650)",4.655654008031525,9.071407871720117,66.098,9.085,0.002
1113,"[np.float64(71.94190351150861), np.float64(71.95354160673895)]","[np.float64(9.085), np.float64(9.086)]","[UUID('b640fe4a-8bbe-4a0a-a3be-f20a72f39d04'), UUID('b640fe4a-8bbe-4a0a-a3be-f20a72f39d04')]","(np.float64(6.6301), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(2.380, -3.650)",echo,wall_obstacle_57,b640fe4a-8bbe-4a0a-a3be-f20a72f39d04,9.082,"Vector(1.000, 0.000)",-19.234047447537534,"Vector(4.250, 3.650)",4.357542031753681,9.072078425655976,71.948,9.085,0.002
1114,"[np.float64(61.05456349675753), np.float64(61.053921313149715)]","[np.float64(9.086), np.float64(9.087)]","[UUID('8263f9fb-dc63-4096-8b26-46c544aad1e2'), UUID('8263f9fb-dc63-4096-8b26-46c544aad1e2')]","(np.int64(10), np.int64(7))",24,"Vector(0.776, -0.631)","Vector(5.748, 3.352)",direct,,8263f9fb-dc63-4096-8b26-46c544aad1e2,9.082,"Vector(-1.000, 0.000)",67.90347892027194,"Vector(4.252, 3.648)",6.653927189449851,9.066,61.054,9.086,0.002
1115,"[np.float64(62.520913519865935), np.float64(62.52634377976429)]","[np.float64(9.086), np.float64(9.087)]","[UUID('75533019-0406-438b-845a-b7b2328e14e3'), UUID('75533019-0406-438b-845a-b7b2328e14e3')]","(np.float64(9.6901), np.float64(7.0))",24,"Vector(0.776, -0.631)","Vector(5.438, 3.352)",echo,wall_obstacle_44,75533019-0406-438b-845a-b7b2328e14e3,9.082,"Vector(1.000, 0.000)",69.30382638389449,"Vector(4.252, 3.648)",6.38812957323973,9.066903498542274,62.524,9.086,0.002
1116,"[np.float64(64.69935192380456), np.float64(64.71099929004927)]","[np.float64(9.086), np.float64(9.087)]","[UUID('d87c8779-5a7b-47a7-8248-cdbfb53990f2'), UUID('d87c8779-5a7b-47a7-8248-cdbfb53990f2')]","(np.float64(6.1201), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(1.868, -3.648)",echo,wall_obstacle_56,d87c8779-5a7b-47a7-8248-cdbfb53990f2,9.082,"Vector(1.000, 0.000)",-25.229681563395047,"Vector(4.252, 3.648)",4.098508392635057,9.073565306122449,64.705,9.086,0.002
1117,"[np.float64(60.88357617916722), np.float64(60.89501361425813)]","[np.float64(9.087), np.float64(9.088000000000001)]","[UUID('b23f08cb-d8d5-43c4-a94e-cd8059ea2109'), UUID('b23f08cb-d8d5-43c4-a94e-cd8059ea2109')]","(np.float64(5.6101), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(1.356, -3.646)",echo,wall_obstacle_55,b23f08cb-d8d5-43c4-a94e-cd8059ea2109,9.082,"Vector(1.000, 0.000)",-31.949023018731165,"Vector(4.254, 3.646)",3.8900309423576567,9.075052186588922,60.889,9.087,0.002
1118,"[np.float64(67.25253129799738), np.float64(67.24515727119817)]","[np.float64(9.144), np.float64(9.145)]","[UUID('ff4237a3-8007-45b2-a462-699816a1bec9'), UUID('ff4237a3-8007-45b2-a462-699816a1bec9')]","(np.float64(0.0), np.float64(1.5301))",1,"Vector(0.776, -0.631)","Vector(-4.387, -2.008)",echo,wall_obstacle_2,ff4237a3-8007-45b2-a462-699816a1bec9,9.139,"Vector(0.000, 1.000)",-117.74868645075918,"Vector(4.387, 3.538)",4.825003358392613,9.129369970845481,67.249,9.144,0.002
1119,"[np.float64(77.95091693062935), np.float64(77.9465854968858)]","[np.float64(9.145), np.float64(9.146)]","[UUID('f468fc56-b7e3-4405-9317-0d6a2e183a98'), UUID('f468fc56-b7e3-4405-9317-0d6a2e183a98')]","(np.int64(1), np.int64(0))",9,"Vector(0.776, -0.631)","Vector(-3.390, -3.537)",direct,,f468fc56-b7e3-4405-9317-0d6a2e183a98,9.139,"Vector(0.000, 1.000)",-96.12950900692469,"Vector(4.390, 3.537)",4.898545881228428,9.13,77.949,9.145,0.002
1120,"[np.float64(82.33653614880119), np.float64(82.33293505223313)]","[np.float64(9.145), np.float64(9.146)]","[UUID('b063be0e-9fb1-4b46-b4c5-b83a711c9148'), UUID('b063be0e-9fb1-4b46-b4c5-b83a711c9148')]","(np.float64(1.0199), np.float64(0.0))",9,"Vector(0.776, -0.631)","Vector(-3.370, -3.537)",echo,wall_obstacle_46,b063be0e-9fb1-4b46-b4c5-b83a711c9148,9.139,"Vector(-1.000, 0.000)",-95.96099394631149,"Vector(4.390, 3.537)",4.884797361457279,9.130058017492711,82.335,9.145,0.002
1121,"[np.float64(81.95452218301638), np.float64(81.95860107571404)]","[np.float64(9.145), np.float64(9.146)]","[UUID('d155d3f4-8f9e-448b-9584-4b8397891487'), UUID('d155d3f4-8f9e-448b-9584-4b8397891487')]","(np.int64(5), np.int64(0))",13,"Vector(0.776, -0.631)","Vector(0.610, -3.537)",direct,,d155d3f4-8f9e-448b-9584-4b8397891487,9.139,"Vector(0.000, 1.000)",-42.55134004305677,"Vector(4.390, 3.537)",3.588825957120239,9.134,81.957,9.145,0.002
1122,"[np.float64(72.14499675898891), np.float64(72.14993557176138)]","[np.float64(9.145), np.float64(9.146)]","[UUID('6a2f4b3e-1b61-4d12-9e16-8e1506767523'), UUID('6a2f4b3e-1b61-4d12-9e16-8e1506767523')]","(np.float64(5.0999), np.float64(0.0))",13,"Vector(0.776, -0.631)","Vector(0.710, -3.537)",echo,wall_obstacle_54,6a2f4b3e-1b61-4d12-9e16-8e1506767523,9.139,"Vector(-1.000, 0.000)",-40.987472543502925,"Vector(4.390, 3.537)",3.607163381730858,9.134291253644315,72.147,9.145,0.002
1123,"[np.float64(73.81724083233475), np.float64(73.82714662419802)]","[np.float64(9.146), np.float64(9.147)]","[UUID('e0534863-30f7-4580-9528-71d8f114f50a'), UUID('e0534863-30f7-4580-9528-71d8f114f50a')]","(np.float64(4.5901), np.float64(0.0))",13,"Vector(0.776, -0.631)","Vector(0.198, -3.535)",echo,wall_obstacle_53,e0534863-30f7-4580-9528-71d8f114f50a,9.139,"Vector(1.000, 0.000)",-49.135072340191755,"Vector(4.392, 3.535)",3.540185908183354,9.135195043731779,73.822,9.146,0.002
1124,"[np.float64(67.06632652357663), np.float64(67.06806374586758)]","[np.float64(9.147), np.float64(9.148)]","[UUID('f9c496e7-eb6a-4fac-ac77-a3bc12e28e9e'), UUID('f9c496e7-eb6a-4fac-ac77-a3bc12e28e9e')]","(np.float64(0.5101), np.float64(0.0))",9,"Vector(0.776, -0.631)","Vector(-3.884, -3.533)",echo,wall_obstacle_45,f9c496e7-eb6a-4fac-ac77-a3bc12e28e9e,9.139,"Vector(1.000, 0.000)",-100.0575114792905,"Vector(4.394, 3.533)",5.25035728998513,9.131428279883382,67.067,9.147,0.002
1125,"[np.float64(66.27643742347861), np.float64(66.28514895168081)]","[np.float64(9.148), np.float64(9.149000000000001)]","[UUID('eb7aa830-0a5b-4057-8ae6-a4e8dae3be71'), UUID('eb7aa830-0a5b-4057-8ae6-a4e8dae3be71')]","(np.float64(4.0801), np.float64(0.0))",13,"Vector(0.776, -0.631)","Vector(-0.316, -3.531)",echo,wall_obstacle_52,eb7aa830-0a5b-4057-8ae6-a4e8dae3be71,9.139,"Vector(1.000, 0.000)",-57.46607734393863,"Vector(4.396, 3.531)",3.544997980605913,9.136681924198252,66.281,9.148,0.002
1126,"[np.float64(62.68935332686594), np.float64(62.69138530486133)]","[np.float64(9.149000000000001), np.float64(9.15)]","[UUID('58f9a51d-0d9e-4b23-a801-9647ed7a59f1'), UUID('58f9a51d-0d9e-4b23-a801-9647ed7a59f1')]","(np.float64(9e-05), np.float64(0.50995))",9,"Vector(0.776, -0.631)","Vector(-4.399, -3.019)",echo,wall_obstacle_0,58f9a51d-0d9e-4b23-a801-9647ed7a59f1,9.139,"Vector(0.891, -0.454)",-107.88229153122653,"Vector(4.399, 3.529)",5.33510402594926,9.133272416522448,62.69,9.149,0.002
1127,"[np.float64(61.66569094778676), np.float64(61.673063050972786)]","[np.float64(9.149000000000001), np.float64(9.15)]","[UUID('ee8d039b-f5f0-4f00-8156-3e942297bdec'), UUID('ee8d039b-f5f0-4f00-8156-3e942297bdec')]","(np.float64(3.5701), np.float64(0.0))",13,"Vector(0.776, -0.631)","Vector(-0.829, -3.529)",echo,wall_obstacle_51,ee8d039b-f5f0-4f00-8156-3e942297bdec,9.139,"Vector(1.000, 0.000)",-65.56116539667806,"Vector(4.399, 3.529)",3.6249623576666283,9.138168804664723,61.669,9.149,0.002
1128,"[np.float64(60.9914118452065), np.float64(60.99076360746252)]","[np.float64(9.184000000000001), np.float64(9.185)]","[UUID('d56fbf24-bbbd-4cb6-aac0-f7bff73335e0'), UUID('d56fbf24-bbbd-4cb6-aac0-f7bff73335e0')]","(np.int64(10), np.int64(7))",24,"Vector(0.776, -0.631)","Vector(5.520, 3.537)",direct,,d56fbf24-bbbd-4cb6-aac0-f7bff73335e0,9.182,"Vector(-1.000, 0.000)",70.30787843906415,"Vector(4.480, 3.463)",6.555754574455941,9.164,60.991,9.184,0.002
1129,"[np.float64(63.02767990393161), np.float64(63.03258157817594)]","[np.float64(9.184000000000001), np.float64(9.185)]","[UUID('f76abad6-c879-486e-a7d1-27a837d6f435'), UUID('f76abad6-c879-486e-a7d1-27a837d6f435')]","(np.float64(9.6901), np.float64(7.0))",24,"Vector(0.776, -0.631)","Vector(5.210, 3.537)",echo,wall_obstacle_44,f76abad6-c879-486e-a7d1-27a837d6f435,9.182,"Vector(1.000, 0.000)",71.82945393681146,"Vector(4.480, 3.463)",6.297054515763699,9.164903498542273,63.03,9.184,0.002
1130,"[np.float64(79.62832080981978), np.float64(79.63345333961732)]","[np.float64(9.193), np.float64(9.194)]","[UUID('e5762701-fc4a-47d1-a3ac-04f119b50ecf'), UUID('e5762701-fc4a-47d1-a3ac-04f119b50ecf')]","(np.int64(7), np.int64(0))",15,"Vector(0.776, -0.631)","Vector(2.499, -3.446)",direct,,e5762701-fc4a-47d1-a3ac-04f119b50ecf,9.182,"Vector(0.000, 1.000)",-16.398509203933514,"Vector(4.501, 3.446)",4.25638220352684,9.18,79.631,9.193,0.002
1131,"[np.float64(73.20304511805271), np.float64(73.21476651965797)]","[np.float64(9.193), np.float64(9.194)]","[UUID('59260fc7-1050-4ca1-b9b9-cf5638413f2a'), UUID('59260fc7-1050-4ca1-b9b9-cf5638413f2a')]","(np.float64(6.6301), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(2.129, -3.446)",echo,wall_obstacle_57,59260fc7-1050-4ca1-b9b9-cf5638413f2a,9.182,"Vector(1.000, 0.000)",-20.63848363282841,"Vector(4.501, 3.446)",4.050322728190928,9.181078425655976,73.209,9.193,0.002
1132,"[np.float64(66.70752286491395), np.float64(66.71346630730768)]","[np.float64(9.194), np.float64(9.195)]","[UUID('6d8aef31-3b1f-429c-90fa-246627492c5c'), UUID('6d8aef31-3b1f-429c-90fa-246627492c5c')]","(np.float64(7.1399), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(2.636, -3.444)",echo,wall_obstacle_58,6d8aef31-3b1f-429c-90fa-246627492c5c,9.182,"Vector(-1.000, 0.000)",-14.91239141275548,"Vector(4.504, 3.444)",4.33706951483372,9.180407871720117,66.71,9.194,0.002
1133,"[np.float64(65.95896864846567), np.float64(65.97064835706111)]","[np.float64(9.194), np.float64(9.195)]","[UUID('b9b8a255-c5f3-4777-b882-c74d1d888d6c'), UUID('b9b8a255-c5f3-4777-b882-c74d1d888d6c')]","(np.float64(6.1201), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(1.616, -3.444)",echo,wall_obstacle_56,b9b8a255-c5f3-4777-b882-c74d1d888d6c,9.182,"Vector(1.000, 0.000)",-27.20217371364828,"Vector(4.504, 3.444)",3.8043829597583887,9.182565306122449,65.965,9.194,0.002
1134,[np.float64(62.11480423691073)],[np.float64(9.195)],[UUID('847e37f7-ae0e-4596-ab20-e9bd9f2ab97d')],"(np.float64(5.6101), np.float64(0.0))",15,"Vector(0.776, -0.631)","Vector(1.106, -3.444)",echo,wall_obstacle_55,847e37f7-ae0e-4596-ab20-e9bd9f2ab97d,9.182,"Vector(1.000, 0.000)",-34.534891857082926,"Vector(4.504, 3.444)",3.6172753979341965,9.184052186588922,62.115,9.195,0.001
1135,[np.float64(69.95994017397133)],[np.float64(9.23)],[UUID('c1ddd6cc-b3da-4102-bb10-9c9c49585c37')],"(np.float64(6.1199), np.float64(0.0))",14,"Vector(0.776, -0.631)","Vector(1.535, -3.378)",echo,wall_obstacle_56,c1ddd6cc-b3da-4102-bb10-9c9c49585c37,9.228,"Vector(-1.000, 0.000)",-27.911012348154884,"Vector(4.585, 3.378)",3.710050488403089,9.217349562682216,69.96,9.23,0.001
1136,[np.float64(74.55229735620634)],[np.float64(9.23)],[UUID('9f854b6a-5f68-4ed1-a346-818fec78b43e')],"(np.float64(5.6101), np.float64(0.0))",14,"Vector(0.776, -0.631)","Vector(1.025, -3.378)",echo,wall_obstacle_55,9f854b6a-5f68-4ed1-a346-818fec78b43e,9.228,"Vector(1.000, 0.000)",-35.46677852694524,"Vector(4.585, 3.378)",3.529818852929991,9.218136734693879,74.552,9.23,0.001
1137,"[np.float64(67.17324041878982), np.float64(67.18382222627552)]","[np.float64(9.23), np.float64(9.231)]","[UUID('93410028-16ee-4c19-9344-13871a95ea99'), UUID('93410028-16ee-4c19-9344-13871a95ea99')]","(np.float64(5.1001), np.float64(0.0))",14,"Vector(0.776, -0.631)","Vector(0.513, -3.376)",echo,wall_obstacle_54,93410028-16ee-4c19-9344-13871a95ea99,9.228,"Vector(1.000, 0.000)",-43.71249308748392,"Vector(4.588, 3.376)",3.414556414602049,9.21962361516035,67.179,9.23,0.002
1138,"[np.float64(63.057980151553096), np.float64(63.059545343968445)]","[np.float64(9.231), np.float64(9.232)]","[UUID('cdc3f563-27fc-40aa-91b2-c859d4397bb1'), UUID('cdc3f563-27fc-40aa-91b2-c859d4397bb1')]","(np.int64(10), np.int64(5))",22,"Vector(0.776, -0.631)","Vector(5.410, 1.626)",direct,,cdc3f563-27fc-40aa-91b2-c859d4397bb1,9.228,"Vector(-1.000, 0.000)",54.38279087170116,"Vector(4.590, 3.374)",5.6491796973100445,9.214,63.059,9.231,0.002
1139,"[np.float64(61.57072757756151), np.float64(61.57858567067672)]","[np.float64(9.231), np.float64(9.232)]","[UUID('a27f8b6b-75db-4d75-aaab-cd7316a84615'), UUID('a27f8b6b-75db-4d75-aaab-cd7316a84615')]","(np.float64(10.0), np.float64(5.0999))",22,"Vector(0.776, -0.631)","Vector(5.410, 1.726)",echo,wall_obstacle_22,a27f8b6b-75db-4d75-aaab-cd7316a84615,9.228,"Vector(0.000, -1.000)",55.34812436402612,"Vector(4.590, 3.374)",5.678740182337981,9.214291253644316,61.575,9.231,0.002
1140,"[np.float64(62.911595617003066), np.float64(62.92107085441631)]","[np.float64(9.231), np.float64(9.232)]","[UUID('d097b184-f408-4837-883c-626b247b6922'), UUID('d097b184-f408-4837-883c-626b247b6922')]","(np.float64(4.5901), np.float64(0.0))",14,"Vector(0.776, -0.631)","Vector(0.000, -3.374)",echo,wall_obstacle_53,d097b184-f408-4837-883c-626b247b6922,9.228,"Vector(1.000, 0.000)",-52.34190466314787,"Vector(4.590, 3.374)",3.3739800065353087,9.221110495626823,62.916,9.231,0.002
